id,u,g,r,i,z,run,rerun,camcol,field
17420,19.40936,19.04188,18.76927,18.65939,18.77347,2507,301,4,226
17421,19.40566,17.83037,16.91402,16.47137,16.13184,5183,301,1,623
17422,19.5364,17.45059,16.47581,16.067,15.71936,3900,301,2,254
17423,18.5478,17.69538,17.49735,17.29619,17.18423,4188,301,6,34
17424,19.39803,18.30351,17.81715,17.45024,17.33171,4192,301,4,194
17425,19.42222,17.4553,16.53336,16.01295,15.65603,3919,301,4,228
17426,19.31545,18.29387,17.9051,17.74854,17.69611,2825,301,6,93
17427,18.51997,17.02018,16.78507,16.63177,16.62153,3958,301,6,87
17428,18.12885,17.05085,16.64964,16.38725,16.22158,2126,301,4,422
17429,19.21361,17.3319,16.37508,15.92715,15.55968,3838,301,3,34
17430,18.92142,16.86566,15.86704,15.42322,15.08093,4649,301,5,245
17431,18.87694,17.62373,17.03042,16.65423,16.43918,3699,301,5,75
17432,18.76567,17.42044,17.26804,17.28431,17.31417,4294,301,6,203
17433,16.80879,15.51061,15.06084,14.88591,14.83353,3225,301,5,61
17434,18.02271,16.88333,16.45478,16.28028,16.2088,5326,301,1,151
17435,18.99663,17.41952,16.78693,16.39257,16.11277,5087,301,6,131
17436,19.02923,17.32928,16.54436,16.18742,15.91029,4294,301,3,103
17437,19.37197,17.76042,16.80387,16.37646,16.03393,6004,301,3,178
17438,18.53775,16.91116,16.24587,15.9704,15.80434,5636,301,4,86
17439,19.1417,17.22654,16.20922,15.75738,15.37254,1045,301,3,152
17440,17.86616,16.32338,15.77531,15.58883,15.51987,2335,301,6,113
17441,18.28056,16.9521,16.42905,16.21359,16.12034,752,301,1,301
17442,18.67672,17.68404,17.40599,17.3108,17.27621,2125,301,6,310
17443,19.17688,18.89605,18.72598,18.78196,18.65996,5598,301,2,136
17444,19.44681,19.0952,18.51678,17.47686,16.7953,3927,301,1,81
17445,18.72304,17.26951,16.65798,16.29814,16.06692,4294,301,1,88
17446,19.38208,18.08865,17.60835,17.39717,17.30681,6585,301,2,96
17447,17.68781,16.33338,15.7441,15.48844,15.36568,2728,301,3,390
17448,16.36218,15.24231,14.95551,14.8702,14.86527,4829,301,2,212
17449,19.23205,17.39749,16.54963,16.13678,15.82551,3015,301,6,249
17450,19.19983,17.73799,17.25804,16.80226,16.68242,6161,301,4,132
17451,19.47437,17.46263,16.35037,15.87258,15.5145,3903,301,4,302
17452,19.32796,17.30824,16.40922,15.98772,15.66858,4858,301,1,461
17453,19.24862,17.38113,16.54102,16.13059,15.81409,2826,301,1,250
17454,19.16376,18.10197,17.68476,17.39123,17.33697,2126,301,3,333
17455,19.42549,18.07778,17.38612,16.95843,16.66592,3699,301,5,41
17456,19.21684,18.09147,17.46291,17.1282,16.916,3704,301,5,79
17457,18.7464,17.65588,17.33829,17.16182,17.2249,3712,301,4,162
17458,17.92414,16.23767,15.42185,14.95274,14.62302,2825,301,5,150
17459,18.15652,17.17975,16.80156,16.65236,16.59027,5598,301,2,36
17460,18.70487,17.2302,16.30281,15.86298,15.52563,7913,301,2,22
17461,19.50504,17.72644,16.82674,16.35294,16.02612,2125,301,2,209
17462,18.64856,17.40231,17.47323,17.57102,17.66641,4576,301,5,611
17463,17.74744,15.86198,15.15206,14.91173,14.80782,4851,301,4,47
17464,17.44752,16.19886,15.57781,15.23023,14.98586,3712,301,4,117
17465,17.4785,15.47567,14.49934,14.12332,13.75187,2391,301,1,110
17466,16.96571,15.52355,14.82853,14.44154,14.13535,4576,301,1,384
17467,18.75008,17.88705,17.57867,17.44774,17.40409,5322,301,2,94
17468,18.3252,16.30425,15.55555,15.29173,15.17846,2125,301,1,104
17469,19.25408,18.10455,17.99111,18.01655,18.03933,3225,301,6,342
17470,18.2541,16.79188,16.20727,15.98141,15.85315,5598,301,1,17
17471,19.3145,18.38042,18.09703,17.99094,17.96133,5323,301,4,65
17472,18.41801,17.0004,16.2285,15.78381,15.49111,1740,301,3,44
17473,19.5362,19.45472,19.17675,19.28599,19.3207,2822,301,6,144
17474,18.02651,16.24612,15.43668,15.05359,14.75678,2243,301,2,209
17475,18.60255,17.46682,16.85474,16.47205,16.24683,4670,301,1,120
17476,18.22061,16.77246,16.12666,15.79343,15.56226,4518,301,1,83
17477,18.31768,17.4082,17.15531,17.05689,17.06239,2700,301,5,80
17478,19.01604,17.92489,17.26224,16.81821,16.65425,1231,301,2,57
17479,18.51482,18.11663,17.69658,17.34141,17.14981,3705,301,2,16
17480,19.09078,17.67822,16.97637,16.51444,16.19987,2334,301,4,120
17481,18.3113,17.35023,17.11576,17.03034,17.02724,3650,301,6,106
17482,18.28713,17.03306,16.58126,16.43238,16.37784,3958,301,2,20
17483,19.34724,18.12536,17.55432,17.18421,16.94973,4552,301,5,86
17484,19.42813,17.92389,17.19563,16.87568,16.6751,6581,301,5,158
17485,18.38823,17.05381,16.56472,16.37813,16.31479,5817,301,2,219
17486,19.51019,17.95817,17.36419,17.15386,17.05791,1412,301,4,51
17487,15.67828,14.40578,14.01476,13.85599,13.85109,2989,301,1,78
17488,,,,,,3628,301,2,98
17489,19.26397,17.16653,16.24723,15.82282,15.52176,3630,301,2,229
17490,19.57077,18.15669,17.55718,17.2154,16.87717,4550,301,5,72
17491,17.89419,17.00824,16.73965,16.65107,16.6176,7712,301,5,114
17492,19.36999,19.20441,19.15252,18.91985,18.86292,3996,301,1,66
17493,19.46552,19.44233,19.26019,19.26681,19.38526,2964,301,1,370
17494,18.9326,18.00076,17.51789,17.21357,17.10787,3893,301,1,216
17495,16.0026,15.75912,15.63798,17.32061,22.90486,3225,301,4,57
17496,19.20223,18.08021,17.59545,17.2456,17.01008,3894,301,4,268
17497,17.21928,15.8533,15.15313,14.74744,14.51108,3958,301,3,71
17498,18.25509,16.45931,15.63884,15.25123,14.96815,5313,301,5,67
17499,18.57854,17.4263,16.94766,16.62063,16.46142,3919,301,2,13
17500,17.38626,16.45053,16.15128,16.05402,16.02226,3225,301,5,59
17501,18.50359,17.53671,17.19646,17.08045,17.02968,4187,301,4,86
17502,18.93209,16.96611,16.0594,15.64639,15.30356,2821,301,2,151
17503,18.02135,16.68855,16.16997,15.99623,15.92672,3015,301,5,182
17504,18.55879,17.50224,17.09314,16.88481,16.79867,4512,301,2,60
17505,19.04669,17.64424,17.02299,16.64176,16.3503,4263,301,4,99
17506,19.58759,17.3856,16.53333,16.19018,16.03983,308,301,3,26
17507,17.68234,17.16481,17.25128,17.38616,17.5782,5313,301,6,65
17508,19.52971,19.55519,19.21774,19.18941,19.25006,1462,301,2,105
17509,19.5052,18.38547,17.83029,17.52032,17.32253,3015,301,3,412
17510,19.01449,17.67005,17.16655,16.85472,16.70423,2986,301,3,103
17511,19.19766,17.3363,16.406,15.97734,15.6045,2986,301,3,93
17512,19.16171,18.01757,17.79573,17.71059,17.6974,4508,301,2,58
17513,19.43269,17.91253,17.36535,17.19096,17.10122,5060,301,5,161
17514,19.54984,18.01376,17.30718,16.94601,16.69946,3704,301,5,136
17515,18.85195,17.49152,16.97001,16.77114,16.6764,4263,301,6,201
17516,19.57199,18.65556,18.348,18.24456,18.19246,7713,301,4,297
17517,19.51331,18.66999,18.31834,17.95069,17.88689,3716,301,6,163
17518,19.36974,17.61196,16.75148,16.3372,16.03519,3970,301,1,106
17519,19.05299,17.98814,17.36065,16.96234,16.74433,4550,301,3,11
17520,17.99234,16.69795,16.2165,16.02981,15.93405,2243,301,1,370
17521,19.148,17.85664,17.13901,16.74412,16.4565,1458,301,4,383
17522,19.50522,19.1907,19.05717,19.05909,18.94578,3893,301,2,80
17523,19.49254,19.37526,19.235,19.30093,19.21282,7923,301,2,273
17524,18.52967,17.62784,17.33624,17.24681,17.22604,4679,301,3,153
17525,18.51142,17.33926,17.00696,16.78221,16.68645,4469,301,3,336
17526,17.89366,16.09318,15.28411,14.89123,14.58773,4629,301,5,139
17527,18.68275,18.49768,18.13346,18.06709,17.67847,5183,301,4,303
17528,18.57211,16.99661,16.41328,16.22906,16.15241,5060,301,4,162
17529,19.02348,18.09476,17.61748,17.44101,17.34115,1412,301,6,382
17530,18.6849,17.44011,16.67924,16.28165,15.97216,4517,301,3,135
17531,18.59712,17.53292,17.19537,17.02679,16.91366,2243,301,2,257
17532,17.64904,16.21022,15.66228,15.45251,15.37714,4829,301,1,195
17533,18.44263,16.64911,15.82575,15.43812,15.12797,1462,301,3,588
17534,17.8935,16.31293,15.73149,15.53078,15.44814,4207,301,1,43
17535,,,,,,5972,301,6,165
17536,17.57291,16.27802,16.41563,16.55102,16.62265,3805,301,6,12
17537,19.58809,18.44389,18.04246,17.91677,17.90672,4469,301,5,297
17538,19.59635,17.9201,17.13009,16.74751,16.47136,2986,301,2,300
17539,19.11542,17.13626,16.21694,15.78196,15.45868,6162,301,1,130
17540,19.27625,18.25245,17.86123,17.71361,17.64095,4674,301,3,122
17541,19.43672,18.5549,18.17928,18.03863,17.94735,5138,301,5,20
17542,19.07977,17.93427,17.464,17.27419,17.17963,3031,301,3,151
17543,19.42029,18.13995,17.50019,17.10751,16.93405,4294,301,4,13
17544,19.20631,18.97175,18.77772,18.68282,18.56826,3704,301,2,111
17545,18.04175,16.89012,16.49064,16.33643,16.28172,752,301,1,349
17546,17.29035,16.32752,16.02835,15.90633,15.87655,3225,301,5,247
17547,16.39235,14.98243,14.42862,14.22776,14.16689,4858,301,1,463
17548,18.47757,17.01466,16.19523,15.73591,15.40665,5323,301,4,75
17549,19.26639,19.29119,18.95971,18.92233,18.96286,4851,301,5,44
17550,17.79544,16.31984,15.73588,15.52988,15.43759,3226,301,2,47
17551,16.15051,14.87582,14.46064,14.64202,14.2822,3716,301,4,79
17552,17.01822,16.01234,15.69512,15.59236,15.57575,5973,301,3,14
17553,18.85836,17.88947,17.4552,17.26608,17.06828,2989,301,2,89
17554,19.48101,17.67266,16.98703,16.73732,16.61456,3015,301,3,136
17555,19.41396,17.65619,16.76654,16.28153,15.9094,2566,301,1,88
17556,18.98291,17.22519,16.28483,15.87756,15.53755,4858,301,1,447
17557,19.1721,18.92225,19.11801,19.28769,19.62873,2189,301,4,122
17558,18.10352,16.61439,16.07154,15.80412,15.68235,3964,301,3,188
17559,17.0964,17.38789,17.85449,18.20621,18.48299,4851,301,3,55
17560,19.15164,18.04213,17.44528,17.04138,16.82302,1350,301,2,118
17561,18.28458,17.20487,16.78572,16.63694,16.58931,2243,301,5,358
17562,19.25898,18.35116,18.08331,17.98816,17.95147,6372,301,5,97
17563,19.0431,18.74766,18.68006,18.49899,18.24167,4188,301,5,21
17564,19.25481,17.38534,16.41631,16.01223,15.68303,2243,301,3,143
17565,18.82033,16.88376,15.95963,15.55151,15.2387,3712,301,2,116
17566,19.54428,17.84851,17.4988,17.16902,17.15705,2825,301,5,122
17567,19.19141,17.28282,16.32354,15.90609,15.5543,2327,301,5,72
17568,18.29523,16.81045,16.20048,15.96363,15.84258,1035,301,2,28
17569,18.99206,17.72624,17.18752,16.97475,16.85661,5181,301,5,87
17570,18.57186,16.48744,15.53612,15.04678,14.67953,6122,301,6,40
17571,19.00133,17.28984,16.44492,16.04041,15.74155,2986,301,5,276
17572,19.23903,18.0476,17.24049,16.78965,16.5077,3225,301,6,351
17573,18.82588,17.85955,17.48903,17.32352,17.26482,2986,301,5,30
17574,19.0438,17.51803,16.90626,16.67822,16.56441,4829,301,1,50
17575,15.88371,14.81842,14.61121,14.56611,14.57537,1045,301,1,164
17576,19.36371,18.88693,18.97451,18.99918,18.99154,6573,301,1,200
17577,17.9394,16.76511,16.40049,16.24095,15.99008,6597,301,3,240
17578,19.213,17.22415,16.13755,15.71712,15.28129,5116,301,3,104
17579,18.81579,17.83757,17.54212,17.45353,17.45136,6005,301,2,114
17580,18.97518,17.11592,16.22165,15.73137,15.40776,7778,301,2,414
17581,19.11004,17.39893,16.6558,16.31279,16.13647,4874,301,2,378
17582,18.41228,17.09096,16.61923,16.43513,16.33033,6573,301,5,140
17583,18.37676,18.11266,17.67847,17.59518,17.64393,7923,301,4,343
17584,18.51647,18.327,18.14045,18.19323,17.5519,4294,301,2,146
17585,19.50103,18.05996,17.49176,17.22379,17.10351,3830,301,1,163
17586,19.05915,18.83401,18.69852,18.69964,18.57098,1740,301,4,141
17587,18.80056,17.73152,17.20537,16.8894,16.72866,2190,301,1,87
17588,18.66447,17.74232,17.42916,17.27892,17.20192,6162,301,2,102
17589,19.11899,17.33453,16.46622,16.022,15.65208,1412,301,4,258
17590,19.08517,18.85699,18.65613,18.46499,18.16596,7923,301,4,228
17591,19.08965,18.49415,18.85114,19.10277,19.37588,3058,301,2,22
17592,18.4134,17.33935,17.27504,17.29459,17.35603,3705,301,2,40
17593,17.79902,16.90811,16.61838,16.52961,16.50051,3704,301,3,152
17594,16.73217,15.15933,14.56103,14.349,14.27413,1729,301,1,445
17595,17.89239,16.80404,16.48383,16.37668,16.36897,2825,301,2,130
17596,17.66299,16.56565,16.18949,16.04474,16.0328,2126,301,4,428
17597,19.00253,17.98251,17.45381,17.08297,16.93328,3031,301,1,516
17598,19.05517,17.28145,17.12479,16.2279,15.98888,1458,301,5,674
17599,19.0281,16.98465,16.11391,15.62605,15.23813,5326,301,4,75
17600,15.32813,12.37786,11.58237,11.32436,11.81433,3893,301,4,71
17601,18.75476,17.88537,17.61535,17.5261,17.49298,5322,301,3,68
17602,18.41496,17.27401,16.82588,16.7152,16.60244,4294,301,3,62
17603,19.31727,18.8397,18.78517,18.91707,18.87949,8105,301,2,120
17604,18.21172,18.67895,17.42375,16.88696,15.95227,4678,301,2,200
17605,19.23954,17.25391,16.25171,15.77121,15.38243,7917,301,5,63
17606,16.35353,15.49907,15.20532,15.10224,15.08006,4469,301,3,444
17607,18.9688,17.16751,16.25517,15.82451,15.47225,3462,301,4,222
17608,18.03558,16.6631,16.14063,15.9657,15.88846,2583,301,1,214
17609,19.30004,18.03598,17.45927,17.12182,16.888,4263,301,1,156
17610,19.57613,17.8281,17.0187,16.61444,16.35474,5137,301,1,261
17611,18.41942,16.99664,16.17172,15.83089,15.54332,4552,301,6,121
17612,18.34748,16.8806,16.12221,15.68285,15.32492,3388,301,1,591
17613,19.32702,19.20819,18.92013,18.89787,18.90091,1239,301,4,186
17614,19.19644,17.15669,16.21183,15.75401,15.41638,2125,301,3,270
17615,18.20363,17.20856,16.87621,16.76215,16.72856,5656,301,4,157
17616,19.33501,17.93775,17.3629,16.96595,16.81542,3893,301,1,165
17617,17.22069,15.89172,15.20728,14.82475,14.51639,3031,301,3,262
17618,17.87304,16.24882,15.38646,14.95381,14.62921,5323,301,4,74
17619,18.18208,17.23046,16.93864,16.83511,16.78053,4188,301,6,45
17620,18.25564,16.63728,15.87574,15.48501,15.21129,5224,301,4,222
17621,18.702,16.81585,15.92732,15.50385,15.17015,4588,301,1,89
17622,17.43913,15.87789,15.08233,14.67488,14.36407,5308,301,3,21
17623,19.12579,17.721,17.20197,17.02134,16.94048,2125,301,1,210
17624,18.95796,17.7703,17.54944,17.43159,17.38967,3697,301,6,79
17625,18.42698,17.26138,16.79123,16.48517,16.32549,3358,301,3,66
17626,18.82157,17.72434,17.05701,16.66891,16.44217,1231,301,2,86
17627,19.17447,17.82475,17.09505,16.6583,16.37641,1904,301,4,251
17628,19.51293,17.67854,16.75001,16.32805,15.97354,4678,301,6,219
17629,19.32757,18.24796,18.22214,18.27015,18.32433,3058,301,4,19
17630,18.37472,16.33261,15.36702,14.89073,14.59901,3900,301,4,627
17631,18.35109,16.98137,16.73212,16.65343,16.60236,5396,301,4,163
17632,18.14289,17.78463,17.87427,17.70189,17.84684,5972,301,5,233
17633,18.82599,16.84198,15.80005,15.34386,14.98518,1336,301,3,61
17634,19.25204,17.46587,16.56556,16.15126,15.8156,5326,301,6,36
17635,19.24202,19.46091,19.94201,20.35899,20.63688,2986,301,5,146
17636,18.5868,17.52658,17.13818,16.93257,16.76613,1336,301,3,30
17637,17.9904,16.80303,16.39737,16.23773,16.18856,4294,301,1,186
17638,18.21373,16.51003,15.73735,15.35633,15.07817,3015,301,6,213
17639,19.40019,19.22786,19.00533,19.00744,19.04939,2243,301,3,64
17640,19.28086,17.98343,17.37203,17.04958,16.81138,3225,301,5,55
17641,16.98077,15.7588,15.19121,14.78739,14.53599,3704,301,6,101
17642,18.70921,17.16332,16.48579,16.21066,16.05955,3909,301,5,241
17643,17.67181,16.26363,15.66844,15.43611,15.33321,2583,301,1,212
17644,19.00679,17.59303,17.0495,16.83061,16.71437,2662,301,1,117
17645,17.91413,15.81558,14.86472,14.43969,14.09428,752,301,2,271
17646,18.83209,17.85405,17.49872,17.37216,17.28248,1904,301,5,180
17647,19.543,18.17457,17.2273,16.80309,16.49392,2826,301,3,266
17648,18.83185,17.45932,16.86696,16.55087,16.40407,7717,301,2,15
17649,19.48344,18.41831,18.05517,17.94327,17.8654,6585,301,1,178
17650,19.56454,18.21156,17.42677,17.04094,16.72795,5183,301,1,465
17651,19.58361,19.37209,18.82964,18.72136,18.78484,4294,301,5,233
17652,18.44033,17.00064,16.37391,16.13825,16.02066,5421,301,5,180
17653,18.33492,18.59431,19.03554,19.40076,19.66372,5125,301,3,79
17654,19.26446,18.08722,17.49011,17.15096,16.90331,3900,301,2,508
17655,18.93399,17.54118,16.95527,16.72531,16.57365,3647,301,3,125
17656,18.18344,17.32306,17.06892,16.98966,16.96646,2821,301,4,45
17657,18.59956,18.88792,19.38921,19.71377,20.03094,1231,301,3,131
17658,19.18659,17.07452,16.19129,15.54746,15.15058,5037,301,4,87
17659,18.89903,17.90139,17.58368,17.4407,17.37048,3900,301,5,287
17660,19.00446,17.75453,17.22671,16.99676,16.90059,1907,301,5,191
17661,19.23394,18.42936,17.95452,17.68964,17.55842,4674,301,5,34
17662,19.57014,17.78499,17.32834,17.07405,16.95464,1412,301,5,265
17663,19.24189,17.3362,16.4318,16.01349,15.68561,1231,301,4,175
17664,17.82422,16.8969,16.59018,16.46647,16.42855,4828,301,6,123
17665,18.23615,17.28394,16.85965,16.71495,16.62737,8105,301,3,103
17666,18.88683,17.79619,17.28097,17.00041,16.78888,2831,301,1,48
17667,19.5745,17.65624,16.7824,16.37179,16.08129,3630,301,2,179
17668,18.78838,17.29197,16.39762,15.97052,15.61773,3631,301,5,164
17669,18.37916,16.46802,15.5529,15.11574,14.7497,5326,301,2,116
17670,19.11222,17.80622,17.34859,17.11944,17.00608,3187,301,2,12
17671,17.47943,16.25645,15.73634,15.43256,15.21983,3704,301,4,130
17672,19.06085,17.81608,17.34976,17.08214,16.9221,3893,301,1,303
17673,19.21413,19.08748,18.77874,18.82833,18.82325,752,301,2,272
17674,19.11475,18.03005,17.48573,17.13357,16.97539,1740,301,5,70
17675,19.10932,17.80529,17.20369,16.83762,16.66404,6161,301,3,120
17676,18.68734,17.66741,17.21993,16.868,16.73491,4570,301,2,78
17677,18.96097,17.85161,17.85658,17.88519,17.97003,3704,301,1,96
17678,18.66221,16.72803,15.92677,15.53764,15.20757,4674,301,3,95
17679,18.63724,17.45608,17.06735,16.94111,16.90537,2986,301,5,77
17680,19.19285,18.32348,18.06703,17.98034,17.97372,3900,301,3,558
17681,19.50186,19.20359,19.02462,18.71039,18.53643,4518,301,1,176
17682,17.59881,16.57875,16.29461,16.21703,16.19931,3704,301,6,35
17683,17.90485,16.67833,16.21712,16.0242,15.96229,5972,301,3,229
17684,19.09435,17.4281,16.55048,16.07392,15.77747,5360,301,3,163
17685,19.34896,18.27299,17.63306,17.29848,17.18539,3893,301,1,325
17686,19.42725,18.32088,18.03426,17.94504,17.90832,6573,301,4,204
17687,19.25696,17.93169,17.12849,16.73346,16.48814,2248,301,5,130
17688,16.96435,15.82642,15.92432,16.03884,16.0963,2379,301,4,153
17689,19.34121,17.80412,16.92981,16.48133,16.12689,3893,301,4,402
17690,17.51739,16.51716,16.23254,16.14055,16.12086,6004,301,1,23
17691,19.51004,18.33421,17.69753,17.3315,17.10328,752,301,2,385
17692,18.0883,16.20114,15.36478,14.95532,14.6226,2964,301,1,131
17693,19.52872,17.51873,16.57194,16.0234,15.68342,4010,301,3,168
17694,19.31264,18.20197,17.55898,17.13234,16.84523,4294,301,4,157
17695,18.98156,17.09853,16.25242,15.77916,15.47501,3367,301,2,23
17696,18.34275,17.22681,16.75576,16.52666,16.42538,3926,301,3,187
17697,19.11561,18.19388,17.90918,17.82544,17.81947,2126,301,3,214
17698,19.07647,18.96499,18.70039,18.353,18.15233,5360,301,2,373
17699,18.37127,16.81217,16.03377,15.59551,15.26842,2248,301,5,53
17700,19.36765,17.95783,17.12472,16.68056,16.37618,1458,301,6,463
17701,19.18395,18.05571,17.46003,17.02333,16.83777,4014,301,1,84
17702,17.52682,16.00643,15.32165,15.04983,14.87722,6573,301,3,129
17703,19.17626,18.21587,17.92292,17.82762,17.83658,7708,301,2,229
17704,19.11019,18.09183,17.77146,17.6417,17.61994,5037,301,4,38
17705,17.78139,15.87915,15.21372,14.98468,14.90709,3704,301,5,132
17706,19.3055,17.02773,16.0731,15.72647,15.54804,1739,301,3,179
17707,19.21896,17.13776,16.33436,15.97848,15.80233,4294,301,2,239
17708,17.73384,16.63213,16.15289,15.96132,15.89151,5959,301,4,20
17709,19.4785,18.52939,18.15784,18.04183,17.97473,3996,301,1,262
17710,19.51033,17.65241,16.68421,16.21423,15.86753,3804,301,5,162
17711,19.57918,17.67668,16.75415,16.31178,15.98753,4670,301,5,141
17712,19.55809,18.39559,17.78273,17.43145,17.19778,3712,301,2,202
17713,19.28204,17.9502,17.65088,17.55192,17.57362,6366,301,3,101
17714,19.03271,18.03399,17.53314,17.19803,17.05178,5972,301,4,224
17715,16.87803,15.80656,15.5026,15.38818,15.3637,3015,301,5,169
17716,18.88751,17.5365,16.98972,16.7409,16.62306,3704,301,4,158
17717,19.49056,18.16108,17.49494,17.12019,16.86061,2125,301,2,187
17718,19.51394,17.54752,16.68142,16.36205,16.18376,5060,301,4,171
17719,19.22299,18.99376,18.72961,18.7585,18.66421,5933,301,1,94
17720,19.50351,19.46372,19.1907,19.25106,19.32056,3705,301,1,16
17721,18.84099,17.52408,16.80532,16.39605,16.12128,2566,301,3,41
17722,18.23304,18.05205,17.87957,17.93309,17.92243,3704,301,2,115
17723,18.54254,16.56943,15.64965,15.20546,14.86586,8095,301,1,114
17724,19.0519,17.40092,16.65495,16.31093,16.0333,3842,301,6,120
17725,19.58769,17.6535,16.75758,16.31696,15.96618,2391,301,1,142
17726,19.13281,17.62704,16.9244,16.54116,16.24682,2074,301,3,89
17727,19.03294,18.97697,18.69969,18.61315,18.64826,3225,301,5,81
17728,18.56267,17.47384,17.04567,16.82554,16.69739,3180,301,3,168
17729,19.401,17.41646,16.3619,15.89919,15.54097,2074,301,2,75
17730,16.76404,15.72929,16.20138,14.90749,14.59295,8111,301,5,197
17731,17.79812,16.76764,16.44746,16.33866,16.32014,1350,301,3,325
17732,18.93717,17.72487,17.15668,16.78411,16.58426,6004,301,5,216
17733,18.82951,17.04396,16.10347,15.64656,15.29456,5972,301,3,75
17734,19.07001,17.32496,16.49464,16.09324,15.74824,1239,301,4,91
